thread,student,domain_name,domain_value,item_count,raw_score,max_points,true_theta,theta,se,scale_score,scale_score_se,performance_level
1,306,Overall,Overall,18,11,18,1.0,0.758655,0.448823,1,0,
1,307,Overall,Overall,20,14,20,1.0,1.070897,0.445271,1,0,
1,308,Overall,Overall,17,9,17,0.5,0.211029,0.449949,0,0,
1,309,Overall,Overall,19,7,19,-1.0,-0.789499,0.44326,-1,0,
1,310,Overall,Overall,18,8,18,0.0,-0.292955,0.441014,0,0,
1,311,Overall,Overall,22,6,22,-2.0,-1.167477,0.443502,-1,0,
1,312,Overall,Overall,19,7,19,-1.0,-0.685161,0.440848,-1,0,
1,313,Overall,Overall,23,6,23,-2.0,-1.2869,0.439267,-1,0,
1,314,Overall,Overall,25,5,25,-2.0,-1.782765,0.44566,-2,0,
1,315,Overall,Overall,18,8,18,0.5,-0.442049,0.443487,0,0,
1,316,Overall,Overall,22,15,22,1.5,1.266897,0.439063,1,0,
1,317,Overall,Overall,18,8,18,-0.5,-0.292955,0.441014,0,0,
1,318,Overall,Overall,27,4,27,-1.5,-1.694612,0.456886,-2,0,
1,319,Overall,Overall,25,6,25,-1.5,-1.588992,0.435126,-2,0,
1,320,Overall,Overall,18,8,18,-0.5,-0.292955,0.441014,0,0,
1,321,Overall,Overall,24,5,24,-1.5,-1.415281,0.447945,-1,0,
1,322,Overall,Overall,21,7,21,-1.0,-0.798003,0.437656,-1,0,
1,323,Overall,Overall,20,6,20,-1.5,-1.125987,0.449573,-1,0,
1,324,Overall,Overall,18,9,18,0.0,0.074132,0.440332,0,0,
1,325,Overall,Overall,18,10,18,0.5,0.222866,0.441813,0,0,
1,326,Overall,Overall,25,20,25,2.0,1.867099,0.438555,2,0,
1,327,Overall,Overall,20,14,20,1.5,1.149311,0.447399,1,0,
1,328,Overall,Overall,17,9,17,0.0,0.211029,0.449949,0,0,
1,329,Overall,Overall,19,13,19,1.5,0.758844,0.448021,1,0,
1,330,Overall,Overall,21,15,21,1.5,1.29946,0.448372,1,0,
1,331,Overall,Overall,19,13,19,1.0,0.780794,0.446984,1,0,
1,332,Overall,Overall,20,7,20,-1.0,-0.939208,0.440492,-1,0,
1,333,Overall,Overall,25,20,25,2.0,1.867099,0.438555,2,0,
1,334,Overall,Overall,23,18,23,1.5,1.752297,0.44943,2,0,
1,335,Overall,Overall,23,5,23,-1.5,-1.423029,0.449125,-1,0,
1,336,Overall,Overall,23,17,23,2.0,1.506346,0.437253,2,0,
1,337,Overall,Overall,18,10,18,0.0,0.516784,0.445216,1,0,
1,338,Overall,Overall,20,14,20,0.5,1.252541,0.447809,1,0,
1,339,Overall,Overall,18,11,18,1.0,0.758655,0.448823,1,0,
1,340,Overall,Overall,24,6,24,-1.0,-1.523924,0.441228,-2,0,
1,341,Overall,Overall,18,8,18,-0.5,-0.442049,0.443487,0,0,
1,342,Overall,Overall,24,6,24,-2.0,-1.411623,0.436105,-1,0,
1,343,Overall,Overall,24,19,24,2.0,1.880432,0.438296,2,0,
1,344,Overall,Overall,19,12,19,1.0,0.912775,0.4451,1,0,
1,345,Overall,Overall,23,18,23,2.0,1.752297,0.44943,2,0,
1,346,Overall,Overall,17,9,17,-0.5,0.211029,0.449949,0,0,
1,347,Overall,Overall,18,8,18,-1.5,-0.292955,0.441014,0,0,
1,348,Overall,Overall,18,8,18,0.5,0.028967,0.444,0,0,
1,349,Overall,Overall,20,14,20,1.5,1.29261,0.448612,1,0,
1,350,Overall,Overall,28,4,28,-2.0,-2.10255,0.446916,-2,0,
1,351,Overall,Overall,20,6,20,-2.0,-1.125987,0.449573,-1,0,
