thread,student,domain_name,domain_value,item_count,raw_score,max_points,true_theta,theta,se,scale_score,scale_score_se,performance_level
1,297,Overall,Overall,35,11,41,-0.5,-0.617298,0.373515,969,19,
1,298,Overall,Overall,35,9,41,-1.5,-1.186705,0.449296,941,22,
1,299,Overall,Overall,35,3,41,-2.0,-2.674931,0.734547,866,37,
1,300,Overall,Overall,35,15,41,-0.5,0.161096,0.309191,1008,15,
1,301,Overall,Overall,35,5,41,-1.5,-1.89788,0.571093,905,29,
1,302,Overall,Overall,35,4,41,-2.0,-2.347214,0.657933,883,33,
1,303,Overall,Overall,35,30,41,2.0,2.017059,0.333471,1101,17,
1,304,Overall,Overall,35,9,41,-1.5,-1.266767,0.460532,937,23,
1,305,Overall,Overall,35,14,41,0.0,-0.163772,0.332331,992,17,
1,306,Overall,Overall,35,25,41,1.5,1.317744,0.301388,1066,15,
1,307,Overall,Overall,35,6,41,-2.0,-1.802548,0.548358,910,27,
1,308,Overall,Overall,35,24,41,1.0,1.140499,0.302121,1057,15,
1,309,Overall,Overall,35,9,41,-1.0,-1.107539,0.436536,945,22,
1,310,Overall,Overall,35,24,41,1.5,1.747396,0.326446,1087,16,
1,311,Overall,Overall,35,22,41,1.5,1.768741,0.324355,1088,16,
1,312,Overall,Overall,35,4,41,-2.0,-2.239057,0.638581,888,32,
1,313,Overall,Overall,35,11,41,0.0,-0.249445,0.336537,988,17,
1,314,Overall,Overall,35,27,41,2.0,2.130024,0.335469,1107,17,
1,315,Overall,Overall,35,10,41,-0.5,-0.693631,0.381852,965,19,
1,316,Overall,Overall,35,24,41,1.0,1.322716,0.302289,1066,15,
1,317,Overall,Overall,35,7,41,-1.5,-1.424599,0.482997,929,24,
1,318,Overall,Overall,35,24,41,2.0,1.358731,0.302025,1068,15,
1,319,Overall,Overall,35,12,41,-0.5,-0.340545,0.34607,983,17,
1,320,Overall,Overall,35,26,41,1.5,1.661665,0.312746,1083,16,
1,321,Overall,Overall,35,5,41,-1.5,-2.088431,0.602888,896,30,
1,322,Overall,Overall,35,4,41,-1.5,-2.329812,0.663076,884,33,
1,323,Overall,Overall,35,6,41,-1.5,-2.229316,0.630658,889,32,
1,324,Overall,Overall,35,6,41,-2.0,-1.78748,0.545006,911,27,
1,325,Overall,Overall,35,25,41,1.5,1.632479,0.315431,1082,16,
1,326,Overall,Overall,35,17,41,0.0,0.251487,0.304206,1013,15,
1,327,Overall,Overall,35,11,41,-0.5,-0.593642,0.372511,970,19,
1,328,Overall,Overall,35,5,41,-1.0,-2.027659,0.590655,899,30,
1,329,Overall,Overall,35,18,41,0.5,0.811619,0.298876,1041,15,
1,330,Overall,Overall,35,15,41,0.5,0.072922,0.317207,1004,16,
1,331,Overall,Overall,35,9,41,-1.0,-0.682177,0.380316,966,19,
1,332,Overall,Overall,35,12,41,-1.0,-0.276083,0.339202,986,17,
1,333,Overall,Overall,35,16,41,0.0,0.400471,0.299165,1020,15,
1,334,Overall,Overall,35,8,41,-1.5,-1.120163,0.43746,944,22,
1,335,Overall,Overall,35,16,41,0.5,0.645248,0.302548,1032,15,
1,336,Overall,Overall,35,9,41,-1.5,-1.000918,0.420589,950,21,
1,337,Overall,Overall,35,24,41,1.5,1.447683,0.303483,1072,15,
1,338,Overall,Overall,35,12,41,-0.5,-0.471475,0.3574,976,18,
1,339,Overall,Overall,35,11,41,-0.5,-0.818105,0.40213,959,20,
1,340,Overall,Overall,35,29,41,2.0,2.588358,0.361378,1129,18,
1,341,Overall,Overall,35,29,41,2.0,1.847339,0.32425,1092,16,
1,342,Overall,Overall,35,26,41,1.0,1.158772,0.306238,1058,15,
1,343,Overall,Overall,35,15,41,0.0,0.107849,0.313148,1005,16,
1,344,Overall,Overall,35,16,41,0.0,0.029048,0.318538,1001,16,
1,345,Overall,Overall,35,24,41,1.0,1.384438,0.303127,1069,15,
1,346,Overall,Overall,35,7,41,-1.5,-1.325644,0.467483,934,23,
1,347,Overall,Overall,35,25,41,1.5,1.935879,0.326241,1097,16,
